term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
Neu5Gc(a2-8)Neu5Ac(a2-3)Gal						2A	G61424BA; G55286YY			GLYCOEPITOPE; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCAN_MOTIF	
Neu5Gc(a2-8)Neu5Gc(a2-3)Gal						2A	G16142UJ; G16775IT			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
NeuAca2-6I						2A	G37563FN			SUGARBIND	
NeuAca3-nLc8						2A	G26036PN			SUGARBIND	
sialosyl paragloboside		S3P; Sial pg; S-3-PG			NeuAca3SPG; IV3(NeuAc)nLc4Cer; NeuAca2-3PG	2A	G50123ZO; G01767JJ; G00065MO; G98750DB	GSD000149	GlycoMotif:GGM.000081; GlycoMotif:GDV.000114; GlycoMotif:CCRC.000081	GSD_GLYGEN_V0; SUGARBIND; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
Sialyl-3-lactose	Alpha 2-3 sialyllactose	3'SL				2A	G91237TK; G56516VH			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
Sialylparagloboside					NeuAca2-6PG; IV6(NeuAc)nLc4Cer	2A	G83513YI			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
Siaα2-3Galβ1-4GlcNAc						2A				EOG_VARKI_4E	
Siaα2-6Galβ1-4GlcNAc						2A				EOG_VARKI_4E	
Tk						2A				BIOOLIGO	
trehalose-6,6-dimycolate						2A				EOG_VARKI_4E	
α(1-3)-linked N-acetylgalactosamine	α(1-3)GalNAc					2A				EOG_VARKI_4E	
α(1-6)-linked glucose branch						2A				EOG_VARKI_4E	
α(2-6)sialyl  lactotetraosylceramide						2A				PUBDICT_GLYCONAVI_NAME	
α-linked polyglucose						2A				EOG_VARKI_4E	
α2-3 sialic acid branch	α2-3Sia branch					2A				EOG_VARKI_4E	
α2-3 sialyllactosamine	α2-3sialyllactosamines					2A				EOG_VARKI_4E	
α2-6-sialylated 6-sulfo-LacNAc	6-sialyl-6-sulfo LN					2A	G41145LF	GSD000002	GlycoMotif:GGM.000026	GSD_GLYGEN_V0	
β-(1,4)-mannuronate						2A				EOG_VARKI_4E	
β-linked galactose	β-linked Gal					2A				EOG_VARKI_4E	
β-linked Kdo						2A				EOG_VARKI_4E	
β2-linked mannose polymer						2A				EOG_VARKI_4E	
β2-linked N-acetylglucosamine	β1-2GlcNAc					2A				EOG_VARKI_4E	
β3-linked glucose	1-3-linked β-Glc					2A				EOG_VARKI_4E	
β4-linked N-acetylgalactosamine	β1-4GalNAc					2A				EOG_VARKI_4E	An alternative is a chain composed of LacdiNAc glycan units [-3GalNAcβ1-4GlcNAcβ1-]n generated by the action of a β1-4GalNAc-transferase.
β4-linked N-acetylglucosamine	β1-4GlcNAc					2A				EOG_VARKI_4E	This reaction is catalyzed by β1-4 galactosyltransferases (B4GALT1 to B4GALT6) and yields the Galβ1-4GlcNAc (N-acetyllactosamine) (more...) Terminal GlcNAc residues in N-glycans, O-glycans, and glycolipids may alternatively be modified by β1-3Gal (Figure 14.2) to generate a Type-1 unit composed of Galβ1-3GlcNAc.
β6-linked galactose	1-6-linked β-Galp					2A				EOG_VARKI_4E	
β6-linked glucose	1-6-linked β-Glc					2A				EOG_VARKI_4E	
β6-linked N-acetylglucosamine	β1-6GlcNAc					2A				EOG_VARKI_4E	
3'GN type1						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
3'SLN (Gc)						2B				PUBDICT_GLYCONAVI_NAME	
3'STri-LN						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
6'S-Di-LN						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
6'SLDN						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
6'SLN						2B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
6'SLN (Gc)						2B				PUBDICT_GLYCONAVI_NAME	
9OAc3'SLN						2B				PUBDICT_GLYCONAVI_NAME	
A-galactosylparagloboside	A-Galactosylparagloboside					2B	G60645OK			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
alpha-oligomannoside				dimannoside		2B	G29313LW; G07490EK; G51379UR			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
B6 type 1						2B	G63238VS			SUGARBIND	
branched N-glycan						2B				EOG_VARKI_4E	
C-mannose	C-linked mannose					2B				EOG_VARKI_4E	
desialylated glycan						2B		GSD000055		GSD_GLYGEN_V0	
fucosylated glycan						2B				EOG_VARKI_4E	
fucosylated N-glycan						2B		GSD000076		EOG_VARKI_4E; GSD_GLYGEN_V0	
Isomaltotriose						2B				PUBDICT_GLYCONAVI_NAME	
Lactosamine Like Structure						2B	G47428UI			PUBDICT_GLYCAN_MOTIF	
Lactosediamine						2B				PUBDICT_GLYCONAVI_NAME	
Man-6-P-containing N-glycan						2B				EOG_VARKI_4E	
Manninotriose						2B				PUBDICT_GLYCONAVI_NAME	
mannose-terminated N-glycan						2B				EOG_VARKI_4E	
Melezitose						2B				PUBDICT_GLYCONAVI_NAME	
monoantennary N-glycan						2B				EOG_VARKI_4E	
monoglucosylated N-glycan						2B				EOG_VARKI_4E	
monosialylated ganglioside						2B				EOG_VARKI_4E	
monosialylated N-glycan						2B		GSD000123		GSD_GLYGEN_V0	
Neolactotetrose	Lacto-N-neotetraose	LNnT				2B	G48059CD			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
nonfucosylated N-glycan						2B		GSD000132		GSD_GLYGEN_V0	
nonsialylated N-glycan						2B		GSD000136		GSD_GLYGEN_V0	
O-fucose glycan						2B	G39294YF	GSD000137		EOG_VARKI_4E; GSD_GLYGEN_V0	
O-GlcNAc						2B	G49108TO; G89565QL		GlycoMotif:GGM.001028	PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	The addition of O-GlcNAc is linked to the side-chains of Ser or Thr and is mediated by a highly conserved lineage of O-GlcNAc transferases (OGT), a nonmembrane bound enzyme that resides in the cytoplasm and nucleus.
O-glucose glycan	O-Glc glycan					2B				EOG_VARKI_4E	
O-Glucosylation						2B	G71142DF		GlycoMotif:GGM.001031	GLYCOMOTIF_GGM	
O-linked fucose						2B				EOG_VARKI_4E	
O-linked glucose						2B				EOG_VARKI_4E	
O-linked mannose						2B	G59126YU		GlycoMotif:GGM.000055; GlycoMotif:GDV.000110	EOG_VARKI_4E; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
O-linked N-acetylglucosamine	O-linked GlcNAc; O-β-GlcNAc					2B	G49108TO	GSD000138		EOG_VARKI_4E; GSD_GLYGEN_V0	Contrary to expectations, product analyses, including release from protein by alkali-induced β-elimination and resistance to cleavage by peptide-N-glycosidase F (PNGase F; Chapter 50), demonstrated most of the labeled galactosylated glycans existed as single O-linked GlcNAc moieties (Figure 19.1).
O-mannose glycan	O-Man glycan; O-mannose-based glycan; O-mannosyl glycan; O-mannose initiated glycans					2B	G59126YU	GSD000140	GlycoMotif:GGM.000055	EOG_VARKI_4E; GSD_GLYGEN_V0	O-Mannose glycans account for up to one-third of all O-glycans in some mammalian tissues, including brain.
S-linked glucose	S-linked Glcp					2B				EOG_VARKI_4E	
sialylated glycolipid						2B				EOG_VARKI_4E	
sialylated N-glycan						2B				EOG_VARKI_4E	
sialylated O-GalNAc glycan						2B				EOG_VARKI_4E	
sialylated O-glycan						2B				EOG_VARKI_4E	
Stachyose						2B				PUBDICT_GLYCONAVI_NAME	
sulfated glycan						2B				EOG_VARKI_4E	The internally sulfated glycans in heparin, heparan sulfate (HS), and chondroitin sulfate (CS) proteoglycans and the sulfated N-glycans on KS are discussed in Chapter 17.
sulfated glycosaminoglycan	sulfated glycosaminoglycan chains	sulfated GAG				2B				EOG_VARKI_4E	
sulfated LacdiNAc				4'-O-sulfated LacdiNAc; 4'-sulfated LDN	sulfated LDN	2B	G18464VS	GSD000191	GlycoMotif:GGM.000049	GSD_GLYGEN_V0	
sulfated N-glycan						2B				EOG_VARKI_4E	The internally sulfated glycans in heparin, heparan sulfate (HS), and chondroitin sulfate (CS) proteoglycans and the sulfated N-glycans on KS are discussed in Chapter 17.
sulfated O-GalNAc glycan	sulfated mucin-type glycan					2B				EOG_VARKI_4E	
sulfated terminal β-linked GalNAc						2B				EOG_VARKI_4E	
truncated N-glycan						2B				EOG_VARKI_4E	
truncated O-GalNAc glycan						2B				EOG_VARKI_4E	
truncated O-glycan	incomplete O-glycan					2B				EOG_VARKI_4E	
xylosylated glycans						2B				EOG_VARKI_4E	
α-linked mannose						2B				EOG_VARKI_4E	
α-linked O-fucose modification						2B				EOG_VARKI_4E	
α-mannose-containing glycan						2B				EOG_VARKI_4E	
2,6-branched O-mannose	2,6-branched O-mannosyl glycan					2C	G56868BH; G06953DR	GSD000001	GlycoMotif:GGM.000056; GlycoMotif:GDV.000109	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
2,6-sialyl-Sulfo-LN (6-sialyl-6-sulfo LN)						2C	G92341SR			PUBDICT_GLYCAN_MOTIF	
3'GN-Di-LN						2C				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
3'S-Di-LN						2C				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
A6 type 1						2C	G82858KU			SUGARBIND	
A7 type 1						2C	G71485PH			SUGARBIND	
A7 type 4						2C	G37830TX			SUGARBIND	
A8 type 1						2C	G04715SK			SUGARBIND	
A9 type 1						2C				SUGARBIND	
asialylated biantennary N-glycan	asialo diantennary					2C		GSD000018		GSD_GLYGEN_V0	
biantennary complex-type N-glycan	diantennary complex type					2C		GSD000023		EOG_VARKI_4E; GSD_GLYGEN_V0	
bisected complex-type N-glycan						2C				EOG_VARKI_4E	
core-fucosylated biantennary complex-type N-glycan	core fucosylated diantennary complex-type					2C	G78059CC	GSD000051		GSD_GLYGEN_V0	
core-fucosylated biantennary N-glycan	core-fucosylated diantennary					2C	G78059CC	GSD000050		GSD_GLYGEN_V0	
difucosylated tetraantennary N-glycan						2C		GSD000057		GSD_GLYGEN_V0	
diphosphorylated Man6	Diphosphorylated Man_6					2C	G54792LL; G10907PF	GSD000059	GlycoMotif:GGM.000054	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM	
disialylated biantennary complex-type N-glycan						2C		GSD000066		GSD_GLYGEN_V0	
disialylated biantennary N-glycan						2C		GSD000065		GSD_GLYGEN_V0	
disialylated fucosylated glycan						2C		GSD000067		GSD_GLYGEN_V0	
fucosylated asialo-biantennary N-glycan	fucosylated asialo-diantennary					2C		GSD000072		GSD_GLYGEN_V0	
fucosylated biantennary N-glycan				fucosylated bisialo-diantennary		2C		GSD000073		GSD_GLYGEN_V0	
fucosylated disialylated biantennary N-glycan	fucosylated disialo-biantennary					2C		GSD000074		GSD_GLYGEN_V0	
fucosylated tetraantennary N-glycan						2C		GSD000070		GSD_GLYGEN_V0	
fucosylated triantennary N-glycan						2C		GSD000077		GSD_GLYGEN_V0	
fucosylated trisialylated triantennary N-glycan						2C		GSD000172		GSD_GLYGEN_V0	
galactose-terminated N-glycan branch						2C				EOG_VARKI_4E	
highly branched complex-type N-glycan	highly branched complex-type N-glycans					2C				EOG_VARKI_4E	
Lactosylsulfatide						2C	G20044TD			SUGARBIND	
Man-3 chitobiose core Fuc						2C				BIOOLIGO	
monosialylated biantennary N-glycan	monosialyl biantennary		sialylated diantennary; sialylated biantennary			2C		GSD000124		GSD_GLYGEN_V0	
N-acetyllactosamine (type 1)	LacNAc type 1; Type 1 LN; Type-1 lactosamine; Lactosamine Type 1			N-acetyllactosamine		2C	G00056MO	GSD000181	GlycoMotif:GGM.000005	GSD_GLYGEN_V0; PUBDICT_GLYCAN_MOTIF	
nonfucosylated biantennary N-glycan						2C		GSD000133		GSD_GLYGEN_V0	
nonfucosylated triantennary N-glycan						2C		GSD000135		GSD_GLYGEN_V0	
O-Fucose / EGF repeat	O-fucose glycan / EGF repeat; O-Fucose Core EGF Type; O-Fucose Core 1		O-Fucose		O-Fucose Core Thrombospondin Type 1; O-Fucose Core 2	2C	G17931GP; G39294YF; G08324ZK; G85661BQ		GlycoMotif:GGM.001020	PUBDICT_GLYCAN_MOTIF; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GGM	
O-linked sialoglycan						2C				EOG_VARKI_4E	
R-linked α-N-acetylglucosamine	arginine-linked α-GlcNAc					2C				EOG_VARKI_4E	
Sia(a2-8)Sia(a2-3)Gal						2C	G82775QT			PUBDICT_GLYCAN_MOTIF	
sialofucosylated glycolipid						2C				EOG_VARKI_4E	
sialylated biantennary N-glycan	sialyl biantennary					2C		GSD000154		EOG_VARKI_4E; GSD_GLYGEN_V0	
sialylated complex-type N-glycan	complex sialylated N-glycan; sialo-complex type					2C		GSD000155		EOG_VARKI_4E; GSD_GLYGEN_V0	
sialylated LacdiNAc	sialylated-LacdiNAc				Sialylated LDN	2C	G55583HW	GSD000192	GlycoMotif:GGM.000050	GSD_GLYGEN_V0	
sialylated tetraantennary N-glycan						2C		GSD000156		GSD_GLYGEN_V0	
Sialyllacto-N-neotetraose		Sai-LNnT				2C				SUGARBIND	
Sialyllacto-N-tetraose b		LSTb				2C	G32417JV			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
sulfated glucuronosyl glycan						2C				EOG_VARKI_4E	
Sulfated sialyl-3-N-acetyllactosamine		Su-3'SLN	Sulfated trisaccharide			2C	G99745QX			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
terminal fucose	terminal Fuc residue					2C				EOG_VARKI_4E	
terminal galactose	terminal Gal residue					2C				EOG_VARKI_4E	
terminal glucuronic acid						2C				EOG_VARKI_4E	
terminal mannose	terminal Man					2C				EOG_VARKI_4E	
terminal N-acetylgalactosamine	terminal GalNAc residue					2C				EOG_VARKI_4E	
terminal N-acetylglucosamine	terminal GlcNAc residue					2C				EOG_VARKI_4E	The GlcNAc linked (more...) Terminal GlcNAc residues are usually galactosylated.
terminal sialic acid	Terminal Sia residue					2C				EOG_VARKI_4E	
terminal α-linked fucose				terminal fucose		2C				EOG_VARKI_4E	
terminal α-linked mannose				terminal mannose		2C				EOG_VARKI_4E	
terminal α-linked-galactose	terminal α-galactose residue			terminal galactose		2C				EOG_VARKI_4E	For example, CHO cells and the African green monkey kidney cell line COS lack glycans with terminal α-galactose residues.
terminal α1-6 mannose	terminal α1–6Man			terminal α-linked mannose		2C				EOG_VARKI_4E	
terminal β-linked galactose			terminal galactose			2C				EOG_VARKI_4E	
terminal β-linked N-acetylgalactosamine			terminal N-acetylgalactosamine			2C				EOG_VARKI_4E	
tetraantennary complex-type N-glycan						2C		GSD000165		GSD_GLYGEN_V0	
tetrasialylated biantennary N-glycan						2C		GSD000166		GSD_GLYGEN_V0	
triantennary complex-type N-glycan	Triantennary complex-type					2C		GSD000169		GSD_GLYGEN_V0	
trisialylated biantennary N-glycan						2C		GSD000178		GSD_GLYGEN_V0	
trisialylated triantennary N-glycan						2C		GSD000179		GSD_GLYGEN_V0	
(Man)2-GlcNAc						2D				BIOOLIGO	
(Man)3a						2D				BIOOLIGO	
(Man)3b						2D				BIOOLIGO	
(Man)4						2D				BIOOLIGO	
(Man)4-(Fuc)-GlcNAc						2D				BIOOLIGO	
(Man)6 (GlcNAc)2						2D				BIOOLIGO	
(Man)9-GlcNAc-GlcNAc						2D				BIOOLIGO	
A1						2D	G61751GZ			GLYGEN_CURATORS_NCOMPO	The few individuals with AB type are “universal acceptors.” In addition to accurately typing AB blood types, A1 and A2 blood group distinctions are important clinically as A2 individuals can generate anti-A1 antibodies, although these antibodies are often not clinically meaningful.
A1G1						2D	G69411IG			GLYGEN_CURATORS_NCOMPO	
A2						2D	G36191CD			GLYGEN_CURATORS_NCOMPO	The few individuals with AB type are “universal acceptors.” In addition to accurately typing AB blood types, A1 and A2 blood group distinctions are important clinically as A2 individuals can generate anti-A1 antibodies, although these antibodies are often not clinically meaningful.
A2[3]G1						2D	G66937TJ			GLYGEN_CURATORS_NCOMPO	
A2[6]G1						2D	G89993FE			GLYGEN_CURATORS_NCOMPO	
A2B						2D	G59471TH			GLYGEN_CURATORS_NCOMPO	
A2BG0						2D	G59471TH			GLYGEN_CURATORS_NCOMPO	
A2BG1						2D	G72718TT			GLYGEN_CURATORS_NCOMPO	
A2BG2						2D	G52934AK			GLYGEN_CURATORS_NCOMPO	
A2BG2S1						2D				GLYGEN_CURATORS_NCOMPO	
A2BG2S2						2D				GLYGEN_CURATORS_NCOMPO	
A2F1G2S2						2D				GLYGEN_CURATORS_NCOMPO	
A2G1						2D	G66937TJ			GLYGEN_CURATORS_NCOMPO	
A2G2						2D	G36191CD			GLYGEN_CURATORS_NCOMPO	
A2G2S1						2D				GLYGEN_CURATORS_NCOMPO	
A2G2S2						2D				GLYGEN_CURATORS_NCOMPO	
A3						2D	G29011JC			GLYGEN_CURATORS_NCOMPO	The A allele encodes the α1-3GalNAcT (A3GALNT) that generates the A glycan epitope forming the A blood group (Figure 14.5).
A3F1G3S2						2D				GLYGEN_CURATORS_NCOMPO	
A3F1G3S3						2D				GLYGEN_CURATORS_NCOMPO	
A3F2G3S3						2D				GLYGEN_CURATORS_NCOMPO	
A3G3						2D	G29857RC			GLYGEN_CURATORS_NCOMPO	
A3G3S2						2D				GLYGEN_CURATORS_NCOMPO	
A3G3S3						2D				GLYGEN_CURATORS_NCOMPO	
A4						2D	G20030CU			GLYGEN_CURATORS_NCOMPO	
A4F1G4						2D				GLYGEN_CURATORS_NCOMPO	
A4F1G4S4						2D				GLYGEN_CURATORS_NCOMPO	
A4G4						2D	G18938DW			GLYGEN_CURATORS_NCOMPO	
A4G4S1						2D				GLYGEN_CURATORS_NCOMPO	
A4G4S2						2D				GLYGEN_CURATORS_NCOMPO	
A4G4S3						2D				GLYGEN_CURATORS_NCOMPO	
A4G4S4						2D				GLYGEN_CURATORS_NCOMPO	
FA1						2D				GLYGEN_CURATORS_NCOMPO	
FA1G1						2D				GLYGEN_CURATORS_NCOMPO	
FA2						2D				GLYGEN_CURATORS_NCOMPO	
FA2[3]BG1						2D				GLYGEN_CURATORS_NCOMPO	
FA2[3]G1						2D				GLYGEN_CURATORS_NCOMPO	
FA2[3]G1S1						2D				GLYGEN_CURATORS_NCOMPO	
FA2[6]BG1						2D				GLYGEN_CURATORS_NCOMPO	
FA2[6]G1						2D				GLYGEN_CURATORS_NCOMPO	
FA2B						2D				GLYGEN_CURATORS_NCOMPO	
FA2BG2						2D				GLYGEN_CURATORS_NCOMPO	
FA2BG2S1						2D				GLYGEN_CURATORS_NCOMPO	
FA2BG2S2						2D				GLYGEN_CURATORS_NCOMPO	
FA2F1G2S2						2D				GLYGEN_CURATORS_NCOMPO	
FA2G1						2D				GLYGEN_CURATORS_NCOMPO	
FA2G1S1						2D				GLYGEN_CURATORS_NCOMPO	
FA2G2						2D				GLYGEN_CURATORS_NCOMPO	
FA2G2S1						2D				GLYGEN_CURATORS_NCOMPO	
FA2G2S2						2D				GLYGEN_CURATORS_NCOMPO	
FA3						2D				GLYGEN_CURATORS_NCOMPO	
FA3B						2D				GLYGEN_CURATORS_NCOMPO	
FA3F1G3S3						2D				GLYGEN_CURATORS_NCOMPO	
FA3G3						2D				GLYGEN_CURATORS_NCOMPO	
FA3G3S3						2D				GLYGEN_CURATORS_NCOMPO	
FA4						2D				GLYGEN_CURATORS_NCOMPO	
FA4F1G4S4						2D				GLYGEN_CURATORS_NCOMPO	
FA4G4						2D				GLYGEN_CURATORS_NCOMPO	
FA4G4S4						2D				GLYGEN_CURATORS_NCOMPO	
G0	G0					2D	G36191CD			EOG_VARKI_4E; GLYGEN_CURATORS_NCOMPO	
G0-N						2D	G61751GZ			GLYGEN_CURATORS_NCOMPO	
G0B						2D	G59471TH			GLYGEN_CURATORS_NCOMPO	
G0F						2D				GLYGEN_CURATORS_NCOMPO	
G0FB						2D				GLYGEN_CURATORS_NCOMPO	
G1						2D	G66937TJ			GLYGEN_CURATORS_NCOMPO	
G1F						2D				GLYGEN_CURATORS_NCOMPO	
G1M9						2D				GLYGEN_CURATORS_NCOMPO	
G2						2D	G36191CD			GLYGEN_CURATORS_NCOMPO	
G2F						2D				GLYGEN_CURATORS_NCOMPO	
G2FS1						2D				GLYGEN_CURATORS_NCOMPO	
G2FS2						2D				GLYGEN_CURATORS_NCOMPO	
G2M9						2D				GLYGEN_CURATORS_NCOMPO	
G9-B						2D	G08855PJ			SUGARBIND	
GL-II						2D	G62971NJ			SUGARBIND	
GL-III						2D	G19336PT			SUGARBIND	
LPS						2D	G00022MO			PUBDICT_MOTIF_GTC	LPS is usually essential for outer membrane integrity in producing organisms.
M3 (N-glycan)						2D	G22768VO			GLYGEN_CURATORS_NCOMPO	
M3FX						2D	G47379VH; G26295XE			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
M5						2D	G32104JU			GLYGEN_CURATORS_NCOMPO	
M6						2D	G56038AR			GLYGEN_CURATORS_NCOMPO	M6P has also been found on the transforming growth factor β (TGF-β) precursor and the phosphate is lost from the mature form.
M7						2D	G04216GB			GLYGEN_CURATORS_NCOMPO	On the other hand, conversion of M8B to M7 lacking residues i and k (M7BC; Figure 39.1) was performed by EDEMs 1 and 3.
M7AB						2D				GLYGEN_CURATORS_NCOMPO	
M7AC						2D				GLYGEN_CURATORS_NCOMPO	
M7BC	Man7GlcNAc2 isomer BC					2D				EOG_VARKI_4E; GLYGEN_CURATORS_NCOMPO	On the other hand, conversion of M8B to M7 lacking residues i and k (M7BC; Figure 39.1) was performed by EDEMs 1 and 3.
M8						2D	G91704UR			GLYGEN_CURATORS_NCOMPO	Both the conversion of M9 to M8B and the conversion of M8B to M7BC are slow processes in mammalian cells when compared with deglucosylation reactions.
M8A						2D				GLYGEN_CURATORS_NCOMPO	
M8B	Man8GlcNAc2 isomer B					2D				EOG_VARKI_4E; GLYGEN_CURATORS_NCOMPO	On the other hand, conversion of M8B to M7 lacking residues i and k (M7BC; Figure 39.1) was performed by EDEMs 1 and 3.
M8C						2D				GLYGEN_CURATORS_NCOMPO	
M9						2D	G26508HK			GLYGEN_CURATORS_NCOMPO	Like GII, this lectin also contains an MRH domain that binds N-glycans smaller than M9, including M7BC.
Man3				(Man)3 chitobiose	chitobiose	2D	G22768VO			GLYGEN_CURATORS_NCOMPO; EOG_VARKI_4E; BIOOLIGO	
Man5						2D	G32104JU			EOG_VARKI_4E; GLYGEN_CURATORS_NCOMPO; BIOOLIGO	
Man6						2D	G56038AR			EOG_VARKI_4E; BIOOLIGO; GLYGEN_CURATORS_NCOMPO	
Man7						2D	G04216GB			EOG_VARKI_4E; GLYGEN_CURATORS_NCOMPO; BIOOLIGO	
Man8						2D	G91704UR			EOG_VARKI_4E; GLYGEN_CURATORS_NCOMPO	
Man9	Man9GlcNAc2					2D	G26508HK			EOG_VARKI_4E; GLYGEN_CURATORS_NCOMPO	Wild-type endohexosaminidase, Endo-A, recognizes this high-mannose N-glycan and hydrolyses the GlcNAc-GlcNAc glycosidic linkage, to yield Man9GlcNAc 25.
N-Man5 GlcNAc 1-4						2D				BIOOLIGO	
NA2F						2D	G00998NI			SUGARBIND	
A2F1						2E				GLYGEN_CURATORS_NCOMPO	
A3F1						2E				GLYGEN_CURATORS_NCOMPO	
A4F1						2E				GLYGEN_CURATORS_NCOMPO	
Glc3Man9GlcNAc2						2E				EOG_VARKI_4E	Processing of Glc3Man9GlcNAc2Asn begins with the sequential removal of Glc residues by α-glucosidases I (MOGS) and II (GANAB) (Figure 9.4).
a-series gangliosides						3A				EOG_VARKI_4E	Each branch is a committed pathway, because sialyltransferases cannot directly convert a-series gangliosides (beyond GM3) to their corresponding b-series gangliosides.
ABO blood group antigens						3A				EOG_VARKI_4E	
arthroseries glycosphingolipids						3A				EOG_VARKI_4E	The arthroseries glycosphingolipids (GSLs) are built by extension from a mactosylceramide core (Manβ1-4Glcβ-ceramide).
b-series gangliosides						3A				EOG_VARKI_4E	Each branch is a committed pathway, because sialyltransferases cannot directly convert a-series gangliosides (beyond GM3) to their corresponding b-series gangliosides.
blood group antigens						3A				EOG_VARKI_4E	The A, B, and H blood group antigens are glycans presented on Type-1 or Type-2 structures (Figure 14.2), on O-GalNAc glycans (Type-3), or on glycolipids (Type-4) (Figure 14.4).
c-series gangliosides	c-series					3A				EOG_VARKI_4E	The transfer of N-acetylgalactosamine to a-, b-, and c-series gangliosides, transforming GM3 into GM2, GD3 into GD2, or GT3 into GT2, is catalyzed by the same N-acetylgalactosaminyltransferase.
C-Series Gangliosides / Gangliotetraosyl Core						3A	G78818SP			PUBDICT_GLYCAN_MOTIF	
C-Series Gangliosides / Hemato- or Ganglio-Type						3A	G45770AV			PUBDICT_GLYCAN_MOTIF	
Ceramide trihexosides(CTH)						3A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
complex ganglioside						3A				EOG_VARKI_4E	When the N-acetylgalactosaminyltransferase responsible for ganglioside elongation (GM2/GD2 synthase) was inactivated in mice, none of the major complex gangliosides (GM1, GD1a, GD1b, or GT1b) were expressed, and a comparable concentration of the simple gangliosides GM3 and GD3 were found in the adult brain.
complex glycolipid						3A				EOG_VARKI_4E	
complex O-glycan						3A				EOG_VARKI_4E	
Galactocerebroside (2-hydoxy fatty acid)						3A				PUBDICT_GLYCONAVI_NAME	
galactolipid						3A				EOG_VARKI_4E	The most abundant plant galactolipids.
Ganglio						3A	G00071MO			PUBDICT_MOTIF_GTC	Several types of tumors (particularly melanoma and neuroblastoma) are characterized by the synthesis of very high levels of gangliosides (Chapter 11).
ganglio-series glycosphingolipid						3A				EOG_VARKI_4E	
ganglioside						3A				EOG_VARKI_4E	Several types of tumors (particularly melanoma and neuroblastoma) are characterized by the synthesis of very high levels of gangliosides (Chapter 11).
Gg4Cer II3-sulfate					SM1a	3A	G59508TM			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
Globo						3A	G00072MO			PUBDICT_MOTIF_GTC	GSLs sharing the same neutral core sequence are said to be of that “series”; the quantitatively major series in vertebrates are ganglio-, globo-, and neolacto-series, whereas in invertebrates the mollu- and arthro-series predominate.
globo-series glycospingolipids						3A				EOG_VARKI_4E	
globopentaosylceramide		Gb5				3A	G99053DY	GSD000081	GlycoMotif:GGM.000076	GSD_GLYGEN_V0	
globoside I						3A	G00061MO	GSD000088	GlycoMotif:GGM.000070	GSD_GLYGEN_V0	
globosides						3A	G00061MO	GSD000087	GlycoMotif:GGM.000070	GSD_GLYGEN_V0	
glycoglycerolipid						3A				EOG_VARKI_4E	Glycoglycerolipids are distinguished from GSLs by their lipid, having glycans linked to the C-3 hydroxyl of diacylglycerol or alkyl(acyl)glycerol (Figure 11.1).
glycolipids						3A				EOG_VARKI_4E	Glycolipids of fungi, plants, and invertebrates are covered in Chapters 20 and 23–26.
glycosaminoglycans		GAGs				3A				EOG_VARKI_4E	Another class of glycans traditionally thought to reside at the cell surface and the extracellular matrix are the glycosaminoglycans (or GAGs) (Chapter 17).
